query,chunk
"18. ""Did Dumbledore want Harry to get in trouble?""","“D’you think he meant you to do it?” said Ron. “Sending you your father’s
Cloak and everything?”
“Well,” Hermione exploded, “if he did — I mean to say — that’s terrible
— you could have been killed.”
“No, it isn’t,” said Harry thoughtfully. “He’s a funny man, Dumbledore. I
think he sort of wanted to give me a chance."
"19. ""The trio discuss the invisibility cloak and Dumbledore""","“D’you think he meant you to do it?” said Ron. “Sending you your father’s
Cloak and everything?”
“Well,” Hermione exploded, “if he did — I mean to say — that’s terrible
— you could have been killed.”
“No, it isn’t,” said Harry thoughtfully. “He’s a funny man, Dumbledore. I
think he sort of wanted to give me a chance."
"Okay, here are 20 unique user queries that would likely retrieve or refer to the provided text chunk, based on keywords, implied context, and different ways a user might approach the information:","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"1.  ""Harry Potter mentor letting him confront Voldemort""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"2.  ""Character knowingly helps protagonist face danger""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"3.  ""Find out how the mirror worked Harry Potter""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"4.  ""Who helped Harry Potter fight Voldemort?""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"5.  ""Book quotes about someone being allowed to face a villain""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"6.  ""Character knows everything that goes on""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"7.  ""Plot twist: mentor allows confrontation""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"8.  ""Harry Potter mirror scene""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"9.  ""Character intentionally provides just enough help""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"10. ""Reckon he had a pretty good idea we were going to try""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"11. ""Mentor figure helping Harry fight Voldemort without directly stopping him""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"12. ""Intentional ignorance in Harry Potter""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"13. ""Character manipulating events in Harry Potter""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"14. ""Voldemort confrontations Harry Potter""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
"15. ""Dumbledore's plan for Harry Potter""","I think he knows more or less
everything that goes on here, you know. I reckon he had a pretty good idea we
were going to try, and instead of stopping us, he just taught us enough to help. I don’t think it was an accident he let me find out how the mirror worked. It’s
almost like he thought I had the right to face Voldemort if I could. ."
